"rules","support","confidence","lift","count"
"{chinesecabbages,otherbeverages,wildvegetables} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{harddrinks,otherbeverages,wildvegetables} => {chinesecabbages}",0.000123647604327666,1,76.6587677725119,2
"{chinesecabbages,harddrinks,wildvegetables} => {otherbeverages}",0.000123647604327666,1,83.3762886597938,2
"{chinesecabbages,harddrinks,otherbeverages} => {wildvegetables}",0.000123647604327666,0.666666666666667,207.371794871795,2
"{otherbeverages,otherlivefish,wildvegetables} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{harddrinks,otherbeverages,wildvegetables} => {otherlivefish}",0.000123647604327666,1,28.7300177619893,2
"{harddrinks,otherlivefish,wildvegetables} => {otherbeverages}",0.000123647604327666,1,83.3762886597938,2
"{harddrinks,otherbeverages,otherlivefish} => {wildvegetables}",0.000123647604327666,0.285714285714286,88.8736263736264,2
"{mushrooms,otherbeverages,wildvegetables} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{harddrinks,otherbeverages,wildvegetables} => {mushrooms}",0.000123647604327666,1,29.8983364140481,2
"{harddrinks,mushrooms,wildvegetables} => {otherbeverages}",0.000123647604327666,1,83.3762886597938,2
"{harddrinks,mushrooms,otherbeverages} => {wildvegetables}",0.000123647604327666,1,311.057692307692,2
"{harddrinks,otherbeverages,wildvegetables} => {eidbleherbs}",0.000123647604327666,1,20.320351758794,2
"{eidbleherbs,otherbeverages,wildvegetables} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{eidbleherbs,harddrinks,wildvegetables} => {otherbeverages}",0.000123647604327666,1,83.3762886597938,2
"{eidbleherbs,harddrinks,otherbeverages} => {wildvegetables}",0.000123647604327666,0.4,124.423076923077,2
"{harddrinks,otherbeverages,wildvegetables} => {fruitvegetables}",0.000123647604327666,1,15.2020676691729,2
"{fruitvegetables,otherbeverages,wildvegetables} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{fruitvegetables,harddrinks,wildvegetables} => {otherbeverages}",0.000123647604327666,1,83.3762886597938,2
"{fruitvegetables,harddrinks,otherbeverages} => {wildvegetables}",0.000123647604327666,0.4,124.423076923077,2
"{chinesecabbages,otherlivefish,wildvegetables} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{chinesecabbages,harddrinks,wildvegetables} => {otherlivefish}",0.000123647604327666,1,28.7300177619893,2
"{harddrinks,otherlivefish,wildvegetables} => {chinesecabbages}",0.000123647604327666,1,76.6587677725119,2
"{chinesecabbages,harddrinks,otherlivefish} => {wildvegetables}",0.000123647604327666,0.666666666666667,207.371794871795,2
"{chinesecabbages,mushrooms,wildvegetables} => {harddrinks}",0.000123647604327666,0.666666666666667,11.594982078853,2
"{chinesecabbages,harddrinks,wildvegetables} => {mushrooms}",0.000123647604327666,1,29.8983364140481,2
"{harddrinks,mushrooms,wildvegetables} => {chinesecabbages}",0.000123647604327666,1,76.6587677725119,2
"{chinesecabbages,harddrinks,mushrooms} => {wildvegetables}",0.000123647604327666,1,311.057692307692,2
"{chinesecabbages,harddrinks,wildvegetables} => {eidbleherbs}",0.000123647604327666,1,20.320351758794,2
"{chinesecabbages,eidbleherbs,wildvegetables} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{eidbleherbs,harddrinks,wildvegetables} => {chinesecabbages}",0.000123647604327666,1,76.6587677725119,2
"{chinesecabbages,eidbleherbs,harddrinks} => {wildvegetables}",0.000123647604327666,1,311.057692307692,2
"{chinesecabbages,harddrinks,wildvegetables} => {fruitvegetables}",0.000123647604327666,1,15.2020676691729,2
"{chinesecabbages,fruitvegetables,wildvegetables} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{fruitvegetables,harddrinks,wildvegetables} => {chinesecabbages}",0.000123647604327666,1,76.6587677725119,2
"{chinesecabbages,fruitvegetables,harddrinks} => {wildvegetables}",0.000123647604327666,1,311.057692307692,2
"{mushrooms,otherlivefish,wildvegetables} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{harddrinks,otherlivefish,wildvegetables} => {mushrooms}",0.000123647604327666,1,29.8983364140481,2
"{harddrinks,mushrooms,wildvegetables} => {otherlivefish}",0.000123647604327666,1,28.7300177619893,2
"{harddrinks,mushrooms,otherlivefish} => {wildvegetables}",0.000123647604327666,1,311.057692307692,2
"{harddrinks,otherlivefish,wildvegetables} => {eidbleherbs}",0.000123647604327666,1,20.320351758794,2
"{eidbleherbs,otherlivefish,wildvegetables} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{eidbleherbs,harddrinks,wildvegetables} => {otherlivefish}",0.000123647604327666,1,28.7300177619893,2
"{eidbleherbs,harddrinks,otherlivefish} => {wildvegetables}",0.000123647604327666,0.4,124.423076923077,2
"{harddrinks,otherlivefish,wildvegetables} => {fruitvegetables}",0.000123647604327666,1,15.2020676691729,2
"{fruitvegetables,otherlivefish,wildvegetables} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{fruitvegetables,harddrinks,wildvegetables} => {otherlivefish}",0.000123647604327666,1,28.7300177619893,2
"{fruitvegetables,harddrinks,otherlivefish} => {wildvegetables}",0.000123647604327666,0.5,155.528846153846,2
"{harddrinks,mushrooms,wildvegetables} => {eidbleherbs}",0.000123647604327666,1,20.320351758794,2
"{eidbleherbs,mushrooms,wildvegetables} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{eidbleherbs,harddrinks,wildvegetables} => {mushrooms}",0.000123647604327666,1,29.8983364140481,2
"{eidbleherbs,harddrinks,mushrooms} => {wildvegetables}",0.000123647604327666,0.333333333333333,103.685897435897,2
"{harddrinks,mushrooms,wildvegetables} => {fruitvegetables}",0.000123647604327666,1,15.2020676691729,2
"{fruitvegetables,mushrooms,wildvegetables} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{fruitvegetables,harddrinks,wildvegetables} => {mushrooms}",0.000123647604327666,1,29.8983364140481,2
"{fruitvegetables,harddrinks,mushrooms} => {wildvegetables}",0.000123647604327666,0.333333333333333,103.685897435897,2
"{eidbleherbs,harddrinks,wildvegetables} => {fruitvegetables}",0.000123647604327666,1,15.2020676691729,2
"{fruitvegetables,harddrinks,wildvegetables} => {eidbleherbs}",0.000123647604327666,1,20.320351758794,2
"{eidbleherbs,fruitvegetables,wildvegetables} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{eidbleherbs,fruitvegetables,harddrinks} => {wildvegetables}",0.000123647604327666,0.333333333333333,103.685897435897,2
"{eidbleherbs,hairproducts,harddrinks} => {fruitvegetables}",0.000123647604327666,0.5,7.60103383458647,2
"{fruitvegetables,hairproducts,harddrinks} => {eidbleherbs}",0.000123647604327666,1,20.320351758794,2
"{eidbleherbs,fruitvegetables,hairproducts} => {harddrinks}",0.000123647604327666,0.666666666666667,11.594982078853,2
"{eidbleherbs,fruitvegetables,harddrinks} => {hairproducts}",0.000123647604327666,0.333333333333333,30.9865900383142,2
"{chinesecabbages,otherbeverages,otherlivefish} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{chinesecabbages,harddrinks,otherbeverages} => {otherlivefish}",0.000123647604327666,0.666666666666667,19.1533451746596,2
"{harddrinks,otherbeverages,otherlivefish} => {chinesecabbages}",0.000123647604327666,0.285714285714286,21.9025050778605,2
"{chinesecabbages,harddrinks,otherlivefish} => {otherbeverages}",0.000123647604327666,0.666666666666667,55.5841924398625,2
"{chinesecabbages,mushrooms,otherbeverages} => {harddrinks}",0.000123647604327666,0.666666666666667,11.594982078853,2
"{chinesecabbages,harddrinks,otherbeverages} => {mushrooms}",0.000123647604327666,0.666666666666667,19.932224276032,2
"{harddrinks,mushrooms,otherbeverages} => {chinesecabbages}",0.000123647604327666,1,76.6587677725119,2
"{chinesecabbages,harddrinks,mushrooms} => {otherbeverages}",0.000123647604327666,1,83.3762886597938,2
"{chinesecabbages,otherbeverages,rootvegetables} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{chinesecabbages,harddrinks,otherbeverages} => {rootvegetables}",0.000123647604327666,0.666666666666667,15.0185701021356,2
"{harddrinks,otherbeverages,rootvegetables} => {chinesecabbages}",0.000123647604327666,0.5,38.3293838862559,2
"{chinesecabbages,harddrinks,rootvegetables} => {otherbeverages}",0.000123647604327666,1,83.3762886597938,2
"{chinesecabbages,harddrinks,otherbeverages} => {eidbleherbs}",0.000123647604327666,0.666666666666667,13.5469011725293,2
"{chinesecabbages,eidbleherbs,otherbeverages} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{eidbleherbs,harddrinks,otherbeverages} => {chinesecabbages}",0.000123647604327666,0.4,30.6635071090047,2
"{chinesecabbages,eidbleherbs,harddrinks} => {otherbeverages}",0.000123647604327666,1,83.3762886597938,2
"{chinesecabbages,harddrinks,otherbeverages} => {fruitvegetables}",0.000123647604327666,0.666666666666667,10.1347117794486,2
"{chinesecabbages,fruitvegetables,otherbeverages} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{fruitvegetables,harddrinks,otherbeverages} => {chinesecabbages}",0.000123647604327666,0.4,30.6635071090047,2
"{chinesecabbages,fruitvegetables,harddrinks} => {otherbeverages}",0.000123647604327666,1,83.3762886597938,2
"{laundrydetergent,otherbeverages,otherlivefish} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{harddrinks,laundrydetergent,otherbeverages} => {otherlivefish}",0.000123647604327666,0.5,14.3650088809947,2
"{harddrinks,otherbeverages,otherlivefish} => {laundrydetergent}",0.000123647604327666,0.285714285714286,18.1946006749156,2
"{harddrinks,laundrydetergent,otherlivefish} => {otherbeverages}",0.000123647604327666,1,83.3762886597938,2
"{harddrinks,laundrydetergent,otherbeverages} => {fruitvegetables}",0.000123647604327666,0.5,7.60103383458647,2
"{fruitvegetables,laundrydetergent,otherbeverages} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{fruitvegetables,harddrinks,otherbeverages} => {laundrydetergent}",0.000123647604327666,0.4,25.4724409448819,2
"{fruitvegetables,harddrinks,laundrydetergent} => {otherbeverages}",0.000123647604327666,0.666666666666667,55.5841924398625,2
"{mushrooms,otherbeverages,otherlivefish} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{harddrinks,otherbeverages,otherlivefish} => {mushrooms}",0.000123647604327666,0.285714285714286,8.54238183258516,2
"{harddrinks,mushrooms,otherbeverages} => {otherlivefish}",0.000123647604327666,1,28.7300177619893,2
"{harddrinks,mushrooms,otherlivefish} => {otherbeverages}",0.000123647604327666,1,83.3762886597938,2
"{otherbeverages,otherlivefish,rootvegetables} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{harddrinks,otherbeverages,otherlivefish} => {rootvegetables}",0.000123647604327666,0.285714285714286,6.43653004377238,2
"{harddrinks,otherbeverages,rootvegetables} => {otherlivefish}",0.000123647604327666,0.5,14.3650088809947,2
"{harddrinks,otherlivefish,rootvegetables} => {otherbeverages}",0.000123647604327666,1,83.3762886597938,2
"{harddrinks,otherbeverages,otherlivefish} => {eidbleherbs}",0.000185471406491499,0.428571428571429,8.70872218234027,3
"{eidbleherbs,otherbeverages,otherlivefish} => {harddrinks}",0.000185471406491499,1,17.3924731182796,3
"{eidbleherbs,harddrinks,otherbeverages} => {otherlivefish}",0.000185471406491499,0.6,17.2380106571936,3
"{eidbleherbs,harddrinks,otherlivefish} => {otherbeverages}",0.000185471406491499,0.6,50.0257731958763,3
"{harddrinks,otherbeverages,otherlivefish} => {fruitvegetables}",0.000185471406491499,0.428571428571429,6.51517185821697,3
"{fruitvegetables,otherbeverages,otherlivefish} => {harddrinks}",0.000185471406491499,1,17.3924731182796,3
"{fruitvegetables,harddrinks,otherbeverages} => {otherlivefish}",0.000185471406491499,0.6,17.2380106571936,3
"{fruitvegetables,harddrinks,otherlivefish} => {otherbeverages}",0.000185471406491499,0.75,62.5322164948454,3
"{harddrinks,mushrooms,otherbeverages} => {eidbleherbs}",0.000123647604327666,1,20.320351758794,2
"{eidbleherbs,mushrooms,otherbeverages} => {harddrinks}",0.000123647604327666,0.666666666666667,11.594982078853,2
"{eidbleherbs,harddrinks,otherbeverages} => {mushrooms}",0.000123647604327666,0.4,11.9593345656192,2
"{eidbleherbs,harddrinks,mushrooms} => {otherbeverages}",0.000123647604327666,0.333333333333333,27.7920962199313,2
"{harddrinks,mushrooms,otherbeverages} => {fruitvegetables}",0.000123647604327666,1,15.2020676691729,2
"{fruitvegetables,mushrooms,otherbeverages} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{fruitvegetables,harddrinks,otherbeverages} => {mushrooms}",0.000123647604327666,0.4,11.9593345656192,2
"{fruitvegetables,harddrinks,mushrooms} => {otherbeverages}",0.000123647604327666,0.333333333333333,27.7920962199313,2
"{banana/importedfruits,harddrinks,otherbeverages} => {milk}",0.000123647604327666,1,11.4716312056738,2
"{banana/importedfruits,milk,otherbeverages} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{harddrinks,milk,otherbeverages} => {banana/importedfruits}",0.000123647604327666,0.5,11.186030428769,2
"{banana/importedfruits,harddrinks,milk} => {otherbeverages}",0.000123647604327666,0.666666666666667,55.5841924398625,2
"{harddrinks,otherbeverages,rootvegetables} => {eidbleherbs}",0.000123647604327666,0.5,10.160175879397,2
"{eidbleherbs,otherbeverages,rootvegetables} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{eidbleherbs,harddrinks,otherbeverages} => {rootvegetables}",0.000123647604327666,0.4,9.01114206128134,2
"{eidbleherbs,harddrinks,rootvegetables} => {otherbeverages}",0.000123647604327666,0.666666666666667,55.5841924398625,2
"{eidbleherbs,harddrinks,otherbeverages} => {fruitvegetables}",0.000247295208655332,0.8,12.1616541353383,4
"{fruitvegetables,harddrinks,otherbeverages} => {eidbleherbs}",0.000247295208655332,0.8,16.2562814070352,4
"{eidbleherbs,fruitvegetables,otherbeverages} => {harddrinks}",0.000247295208655332,0.8,13.9139784946237,4
"{eidbleherbs,fruitvegetables,harddrinks} => {otherbeverages}",0.000247295208655332,0.666666666666667,55.5841924398625,4
"{eidbleherbs,harddrinks,otherbeverages} => {milk}",0.000123647604327666,0.4,4.5886524822695,2
"{harddrinks,milk,otherbeverages} => {eidbleherbs}",0.000123647604327666,0.5,10.160175879397,2
"{eidbleherbs,milk,otherbeverages} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{eidbleherbs,harddrinks,milk} => {otherbeverages}",0.000123647604327666,0.666666666666667,55.5841924398625,2
"{harddrinks,otherbeverages,snacks} => {softdrinks}",0.000123647604327666,0.4,4.59517045454545,2
"{harddrinks,otherbeverages,softdrinks} => {snacks}",0.000123647604327666,0.333333333333333,5.99074074074074,2
"{otherbeverages,snacks,softdrinks} => {harddrinks}",0.000123647604327666,0.5,8.69623655913978,2
"{harddrinks,snacks,softdrinks} => {otherbeverages}",0.000123647604327666,0.333333333333333,27.7920962199313,2
"{fruitvegetables,harddrinks,otherbeverages} => {milk}",0.000123647604327666,0.4,4.5886524822695,2
"{harddrinks,milk,otherbeverages} => {fruitvegetables}",0.000123647604327666,0.5,7.60103383458647,2
"{fruitvegetables,milk,otherbeverages} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{fruitvegetables,harddrinks,milk} => {otherbeverages}",0.000123647604327666,0.666666666666667,55.5841924398625,2
"{bakery,harddrinks,snacks} => {ramen}",0.000123647604327666,1,17.5433839479393,2
"{bakery,harddrinks,ramen} => {snacks}",0.000123647604327666,0.666666666666667,11.9814814814815,2
"{bakery,ramen,snacks} => {harddrinks}",0.000123647604327666,0.5,8.69623655913978,2
"{harddrinks,ramen,snacks} => {bakery}",0.000123647604327666,0.5,34.4148936170213,2
"{chilledagriculturalproducts,driedfish,harddrinks} => {fermentedmilk}",0.000123647604327666,0.666666666666667,10.1062168072477,2
"{chilledagriculturalproducts,driedfish,fermentedmilk} => {harddrinks}",0.000123647604327666,0.666666666666667,11.594982078853,2
"{driedfish,fermentedmilk,harddrinks} => {chilledagriculturalproducts}",0.000123647604327666,1,39.7420147420147,2
"{chilledagriculturalproducts,fermentedmilk,harddrinks} => {driedfish}",0.000123647604327666,0.666666666666667,50.1550387596899,2
"{chillednoodles,cooky/cakes,harddrinks} => {ramen}",0.000123647604327666,1,17.5433839479393,2
"{chillednoodles,harddrinks,ramen} => {cooky/cakes}",0.000123647604327666,1,18.3390022675737,2
"{chillednoodles,cooky/cakes,ramen} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{cooky/cakes,harddrinks,ramen} => {chillednoodles}",0.000123647604327666,0.333333333333333,24.0699404761905,2
"{chinesecabbages,mushrooms,otherlivefish} => {harddrinks}",0.000123647604327666,1,17.3924731182796,2
"{chinesecabbages,harddrinks,otherlivefish} => {mushrooms}",0.000123647604327666,0.666666666666667,19.932224276032,2
"{chinesecabbages,harddrinks,mushrooms} => {otherlivefish}",0.000123647604327666,1,28.7300177619893,2
"{harddrinks,mushrooms,otherlivefish} => {chinesecabbages}",0.000123647604327666,1,76.6587677725119,2
"{chinesecabbages,harddrinks,otherlivefish} => {eidbleherbs}",0.000123647604327666,0.666666666666667,13.5469011725293,2
"{chinesecabbages,eidbleherbs,otherlivefish} => {harddrinks}",0.000123647604327666,0.5,8.69623655913978,2
"{chinesecabbages,eidbleherbs,harddrinks} => {otherlivefish}",0.000123647604327666,1,28.7300177619893,2
"{eidbleherbs,harddrinks,otherlivefish} => {chinesecabbages}",0.000123647604327666,0.4,30.6635071090047,2
"{chinesecabbages,harddrinks,otherlivefish} => {fruitvegetables}",0.000123647604327666,0.666666666666667,10.1347117794486,2
"{chinesecabbages,fruitvegetables,otherlivefish} => {harddrinks}",0.000123647604327666,0.666666666666667,11.594982078853,2
"{chinesecabbages,fruitvegetables,harddrinks} => {otherlivefish}",0.000123647604327666,1,28.7300177619893,2
"{fruitvegetables,harddrinks,otherlivefish} => {chinesecabbages}",0.000123647604327666,0.5,38.3293838862559,2
"{chinesecabbages,harddrinks,mushrooms} => {eidbleherbs}",0.000123647604327666,1,20.320351758794,2
"{chinesecabbages,eidbleherbs,mushrooms} => {harddrinks}",0.000123647604327666,0.5,8.69623655913978,2
"{chinesecabbages,eidbleherbs,harddrinks} => {mushrooms}",0.000123647604327666,1,29.8983364140481,2
"{eidbleherbs,harddrinks,mushrooms} => {chinesecabbages}",0.000123647604327666,0.333333333333333,25.5529225908373,2
"{chinesecabbages,harddrinks,mushrooms} => {fruitvegetables}",0.000123647604327666,1,15.2020676691729,2
"{chinesecabbages,fruitvegetables,mushrooms} => {harddrinks}",0.000123647604327666,0.4,6.95698924731183,2
"{chinesecabbages,fruitvegetables,harddrinks} => {mushrooms}",0.000123647604327666,1,29.8983364140481,2
"{fruitvegetables,harddrinks,mushrooms} => {chinesecabbages}",0.000123647604327666,0.333333333333333,25.5529225908373,2
"{chinesecabbages,eidbleherbs,harddrinks} => {fruitvegetables}",0.000123647604327666,1,15.2020676691729,2
"{chinesecabbages,fruitvegetables,harddrinks} => {eidbleherbs}",0.000123647604327666,1,20.320351758794,2
"{chinesecabbages,eidbleherbs,fruitvegetables} => {harddrinks}",0.000123647604327666,0.4,6.95698924731183,2
"{eidbleherbs,fruitvegetables,harddrinks} => {chinesecabbages}",0.000123647604327666,0.333333333333333,25.5529225908373,2
"{koreanchicken,mushrooms,rootvegetables} => {harddrinks}",0.000123647604327666,0.666666666666667,11.594982078853,2
"{harddrinks,koreanchicken,mushrooms} => {rootvegetables}",0.000123647604327666,1,22.5278551532033,2
"{harddrinks,koreanchicken,rootvegetables} => {mushrooms}",0.000123647604327666,1,29.8983364140481,2
"{harddrinks,mushrooms,rootvegetables} => {koreanchicken}",0.000123647604327666,0.5,28.7811387900356,2
"{harddrinks,koreanchicken,mushrooms} => {fruitvegetables}",0.000123647604327666,1,15.2020676691729,2
